Circle of Protection: Green,Tempest,1,0,0.00
Circle of Protection: Red,Fifth Edition,1,0,0.00
Circle of Protection: Red,Fourth Edition,2,0,0.00
Circle of Protection: Red,Revised Edition,1,0,0.00
Circle of Protection: Red,Tempest,1,0,0.00
Circle of Protection: Shadow,Tempest,5,0,0.00
Circle of Protection: White,Fifth Edition,1,0,0.00
Circle of Protection: White,Tempest,2,0,0.00
Citanul Centaurs,Urza's Saga,1,0.57,0.57
Citanul Flute,Urza's Saga,1,2.26,2.26
Citanul Hierophants,Urza's Saga,1,1.81,1.81
City of Traitors,Exodus,1,179.99,179.99
Civic Guildmage,Mirage,5,0.20,1.00
Claws of Gix,Urza's Saga,1,0.48,0.48
Clay Statue,Fourth Edition,3,0.21,0.63
Clear,Urza's Saga,1,0.32,0.32
Clergy en-Vec,Tempest,4,0.22,0.88
Cloak of Confusion,Fifth Edition,1,0.19,0.19
Cloak of Confusion,Ice Age,1,0.19,0.19
Cloak of Feathers,Portal,3,0.25,0.75
Cloak of Invisibility,Mirage,8,0.20,1.60
Cloak of Mists,Urza's Saga,1,0.25,0.25
Clockwork Swarm,Homelands,1,0.20,0.20
Clot Sliver,Tempest,6,0.27,1.62
Cloud Elemental,Visions,8,0.19,1.52
Cloud Pirates,Portal,4,1.14,4.56
Cloud Spirit,Portal,2,0.27,0.54
Cloud Spirit,Stronghold,8,0.19,1.52
Cloudchaser Eagle,Tempest,2,0.20,0.40
Coat of Arms,Exodus,1,10.59,10.59
Coercion,Tempest,3,0.17,0.51
Coercion,Visions,6,0.21,1.26
Coffin Queen,Tempest,1,6.25,6.25
Coiled Tinviper,Tempest,1,0.20,0.20
Coils of the Medusa,Weatherlight,6,0.20,1.20
Cold Storage,Tempest,1,2.66,2.66
Combat Medic (Beard),Fallen Empires,1,0,0.00
Combat Medic (Maddocks),Fallen Empires,2,0,0.00
Command of Unsummoning,Portal,2,0.24,0.48
Commander Greven il-Vec,Tempest,1,1.07,1.07
Cone of Flame,Weatherlight,2,0.24,0.48
Confiscate,Urza's Saga,1,0.30,0.30
Congregate,Urza's Saga,1,0.23,0.23
Constant Mists,Stronghold,2,6.30,12.60
Consuming Ferocity,Mirage,1,0.24,0.24
Contaminated Bond,Mirrodin,4,0.19,0.76
Contamination,Urza's Saga,1,28.99,28.99
Contemplation,Stronghold,1,0.25,0.25
Contempt,Stronghold,5,0.19,0.95
Convalescence,Exodus,1,0.38,0.38
Conviction,Stronghold,7,0.20,1.40
Convulsing Licid,Stronghold,1,0.23,0.23
Copper Gnomes,Urza's Saga,1,1.50,1.50
Coral Eel,Portal,7,0.20,1.40
Coral Fighters,Mirage,1,0.25,0.25
Coral Helm,Fifth Edition,1,0.35,0.35
Coral Merfolk,Urza's Saga,4,0.19,0.76
Corpse Dance,Tempest,1,19.73,19.73
Corrupt,Urza's Saga,5,0.23,1.15
Corrupting Licid,Stronghold,1,0.24,0.24
Counsel of the Soratami,Champions of Kamigawa,1,0.19,0.19
Counterspell,Tempest,1,1.39,1.39
Cradle Guard,Urza's Saga,1,0.25,0.25
Crash of Rhinos,Mirage,6,0.19,1.14
Crashing Boars,Exodus,2,0.24,0.48
Crater Hellion,Urza's Saga,1,0.49,0.49
Craven Giant,Portal,1,0.20,0.20
Craven Giant,Stronghold,8,0.21,1.68
Craven Knight,Portal,3,0.20,0.60
Craw Wurm,Fourth Edition,3,0.20,0.60
Crazed Armodon,Tempest,1,0.39,0.39
Crazed Skirge,Urza's Saga,1,0.24,0.24
Crimson Hellkite,Mirage,1,0.60,0.60
Crimson Roc,Mirage,3,0.25,0.75
Crossbow Ambush,Stronghold,7,0.20,1.40
Crosswinds,Urza's Saga,1,0.25,0.25
Crovax the Cursed,Stronghold,1,9.09,9.09
Crown of Flames,Tempest,1,0.22,0.22
Cruel Fate,Portal,1,0.61,0.61
Cruel Tutor,Portal,1,54.99,54.99
Crypt Cobra,Mirage,1,0.25,0.25
Crystal Chimes,Urza's Saga,1,1.55,1.55
Crystal Golem,Mirage,2,0.24,0.48
Crystal Rod,Fourth Edition,1,0.24,0.24
Crystal Vein,Mirage,1,2.00,2.00
Crystalline Sliver,Stronghold,1,6.39,6.39
Culling the Weak,Exodus,6,3.21,19.26
Cunning,Exodus,5,0.19,0.95
Curfew,Urza's Saga,4,0.27,1.08
Curiosity,Exodus,1,0.50,0.50
Cursed Flesh,Exodus,7,0.20,1.40
Cursed Scroll,Tempest,1,9.11,9.11
Cursed Totem,Mirage,1,22.00,22.00
Cycle of Life,Mirage,1,0.50,0.50
Cyclopean Mummy,Fourth Edition,1,0.17,0.17
Daring Apprentice,Mirage,1,0.44,0.44
Dark Banishing,Mirage,4,0.20,0.80
Dark Banishing,Ninth Edition,8,0.16,1.28
Dark Banishing,Tempest,1,0.20,0.20
Dark Hatchling,Urza's Saga,1,0.38,0.38
Dark Maze,Homelands,1,0,0.00
Dark Privilege,Visions,13,0.30,3.90
Dark Ritual,Fourth Edition,1,0.52,0.52
Dark Ritual,Mirage,3,0.52,1.56
Dark Ritual,Tempest,3,0.50,1.50
Dark Ritual,Urza's Saga,1,0.56,0.56
Darkest Hour,Urza's Saga,1,4.95,4.95
Darkling Stalker,Tempest,1,0.20,0.20
Dauthi Cutthroat,Exodus,1,0.27,0.27
Dauthi Embrace,Tempest,1,1.56,1.56
Dauthi Ghoul,Tempest,1,0.33,0.33
Dauthi Horror,Tempest,4,0.23,0.92
Dauthi Jackal,Exodus,7,0.21,1.47
Dauthi Marauder,Tempest,1,0.20,0.20
Dauthi Mercenary,Tempest,1,0.32,0.32
Dauthi Mindripper,Tempest,1,0.25,0.25
Dauthi Slayer,Tempest,1,0.25,0.25
Dauthi Trapper,Stronghold,1,0.29,0.29
Dauthi Warlord,Exodus,1,0.34,0.34
Dazzling Beauty,Mirage,4,0.21,0.84
Deadshot,Tempest,1,0.41,0.41
Death Pits of Rath,Tempest,1,0.86,0.86
Death Stroke,Stronghold,4,0.19,0.76
Death Ward,Fifth Edition,1,0.20,0.20
Death Ward,Fourth Edition,2,0.20,0.40
Death Ward,Revised Edition,1,0.20,0.20
Death Watch,Visions,1,0.24,0.24
Death's Duet,Exodus,7,0.22,1.54
Death's-Head Buzzard,Scourge,4,0.20,0.80
Deathgrip,Fourth Edition,1,0.25,0.25
Decomposition,Mirage,1,0.24,0.24
Deep Wood,Portal,2,0.27,0.54
Deep-Sea Serpent,Portal,3,0.26,0.78
Defensive Formation,Urza's Saga,1,0.29,0.29
Defiant Stand,Portal,3,0.23,0.69
Deja Vu,Portal,5,0.30,1.50
Delirium,Mirage,1,0.40,0.40
Despondency,Urza's Saga,4,0.21,0.84
Destructive Urge,Urza's Saga,1,0.29,0.29
Devoted Hero,Portal,5,0.20,1.00
Diabolic Edict,Tempest,1,0.35,0.35
Diabolic Machine,Fourth Edition,2,0.23,0.46
Diabolic Servitude,Urza's Saga,1,0.27,0.27
Dirtcowl Wurm,Tempest,1,0.72,0.72
Dirtwater Wraith,Mirage,8,0.21,1.68
Disciple of Grace,Urza's Saga,1,0.22,0.22
Disciple of Law,Urza's Saga,4,0.21,0.84
Discordant Dirge,Urza's Saga,1,0.38,0.38
Discordant Spirit,Mirage,1,0.50,0.50
Disempower,Mirage,4,0.20,0.80
Disenchant,Mirage,4,0.23,0.92
Disenchant,Tempest,1,0.22,0.22
Disenchant,Urza's Saga,4,0.22,0.88
Disintegrate,Revised Edition,1,0.25,0.25
Dismiss,Tempest,1,0.25,0.25
Disorder,Urza's Saga,1,0.25,0.25
Disrupt,Weatherlight,6,0.25,1.50
Disruptive Student,Urza's Saga,3,0.34,1.02
Dissipate,Mirage,1,0.40,0.40
Disturbed Burial,Tempest,1,0.24,0.24
Divine Offering,Mirage,4,0.20,0.80
Divine Retribution,Mirage,1,0.64,0.64
Dizzying Gaze,Exodus,8,0.20,1.60
Dominating Licid,Exodus,1,3.01,3.01
Douse,Urza's Saga,1,0.28,0.28
Dracoplasm,Tempest,1,0.50,0.50
Dragon Blood,Urza's Saga,1,0.25,0.25
Dragon Whelp,Revised Edition,1,0.27,0.27
Drain Life,Fourth Edition,1,0.23,0.23
Drain Life,Mirage,1,0.23,0.23
Drain Life,Revised Edition,1,0.25,0.25
Dread Charge,Portal,1,0.67,0.67
Dread of Night,Tempest,1,0.52,0.52
Dread Reaper,Portal,1,0.57,0.57
Dread Specter,Mirage,1,0.25,0.25
Dream Cache,Mirage,1,0.22,0.22
Dream Cache,Tempest,4,0.21,0.84
Dream Fighter,Mirage,5,0.20,1.00
Dream Halls,Stronghold,1,29.99,29.99
Dream Prowler,Stronghold,9,0.19,1.71
Dregs of Sorrow,Tempest,1,0.47,0.47
Drifting Djinn,Urza's Saga,1,0.45,0.45
Drifting Meadow,Urza's Saga,3,0.24,0.72
Dromosaur,Urza's Saga,5,0.21,1.05
Dry Spell,Portal,1,0.24,0.24
Duct Crawler,Stronghold,8,0.20,1.60
Dungeon Shade,Stronghold,7,0.21,1.47
Duplicity,Tempest,1,0.35,0.35
Duress,Urza's Saga,2,0.84,1.68
Durkwood Boars,Fourth Edition,2,0.18,0.36
Duskrider Falcon,Weatherlight,6,0.20,1.20
Dwarven Berserker,Weatherlight,7,0.20,1.40
Dwarven Miner,Mirage,1,1.25,1.25
Dwarven Nomad,Mirage,1,0.19,0.19
Dwarven Soldier,Fallen Empires,1,0,0.00
Dwarven Trader,Homelands,2,0,0.00
Dwarven Vigilantes,Visions,6,0.20,1.20
Dwarven Warriors,Fifth Edition,1,0.20,0.20
Early Harvest,Mirage,1,1.91,1.91
Earthbind,Revised Edition,2,0.26,0.52
Earthcraft,Tempest,1,99.99,99.99
Earthlore,Ice Age,1,0.18,0.18
Eastern Paladin,Urza's Saga,1,0.45,0.45
Ebony Charm,Mirage,4,0.24,0.96
Echo Chamber,Tempest,1,0.44,0.44
Ekundu Cyclops,Mirage,7,0.20,1.40
Ekundu Griffin,Mirage,3,0.20,0.60
"Eladamri, Lord of Leaves",Tempest,1,36.51,36.51
Eladamri's Vineyard,Tempest,1,4.46,4.46
Electric Eel,The Dark,1,0.47,0.47
Electryte,Urza's Saga,1,0.36,0.36
Elite Archers,Urza's Saga,1,0.41,0.41
Elite Cat Warrior,Portal,5,0,0.00
Elite Javelineer,Tempest,4,0.20,0.80
Elixir of Vitality,Mirage,1,0.24,0.24
Elven Cache,Portal,1,0.25,0.25
Elven Cache,Visions,5,0.20,1.00
Elven Palisade,Exodus,2,0.24,0.48
Elven Rite,Stronghold,4,0.24,0.96
Elven Warhounds,Tempest,1,0.50,0.50
Elvish Berserker,Exodus,7,0.20,1.40
Elvish Fury,Tempest,1,0.20,0.20
Elvish Healer,Ice Age,1,0.19,0.19
Elvish Herder,Urza's Saga,1,0.25,0.25
Elvish Lyrist,Urza's Saga,1,0.23,0.23
Elvish Ranger,Alliances,1,0,0.00
Elvish Ranger,Portal,6,0.24,1.44
Emberwilde Caliph,Mirage,1,0.50,0.50
Emberwilde Djinn,Mirage,1,0.50,0.50
Emerald Charm,Visions,7,0.25,1.75
Emerald Medallion,Tempest,1,8.99,8.99
Emmessi Tome,Tempest,1,0.39,0.39
Empyrial Armor,Weatherlight,2,0.25,0.50
Enchantment Alteration,Urza's Saga,1,0.25,0.25
Endangered Armodon,Stronghold,4,0.19,0.76
Endless Cockroaches,Portal,1,2.00,2.00
Endless Scream,Tempest,2,0.22,0.44
Endless Wurm,Urza's Saga,1,0.71,0.71
Endoskeleton,Urza's Saga,1,0.25,0.25
Energizer,Tempest,1,0.38,0.38
Energy Arc,Alliances,1,0.25,0.25
Energy Bolt,Mirage,1,1.31,1.31
Energy Field,Urza's Saga,1,3.93,3.93
Energy Tap,Fourth Edition,1,0.24,0.24
Energy Vortex,Mirage,1,0.99,0.99
Enervate,Fifth Edition,1,0.20,0.20
Enfeeblement,Mirage,3,0.20,0.60
Enfeeblement,Tempest,2,0.20,0.40
Enlightened Tutor,Mirage,1,40.00,40.00
Enraging Licid,Tempest,1,0.23,0.23
Enslaved Scout (A),Alliances,1,0,0.00
Enslaved Scout (B),Alliances,1,0,0.00
Ensnaring Bridge,Stronghold,1,22.79,22.79
Entropic Specter,Exodus,1,0.41,0.41
Ephemeron,Exodus,1,0.38,0.38
Equilibrium,Exodus,1,7.53,7.53
Erg Raiders,Fourth Edition,1,0.18,0.18
Erosion,Fourth Edition,1,0.19,0.19
Errand of Duty,Alliances,1,0,0.00
Errant Minion,Ice Age,1,0.21,0.21
Erratic Portal,Exodus,1,8.55,8.55
Ersatz Gnomes,Mirage,1,0.25,0.25
"Ertai, Wizard Adept",Exodus,1,13.49,13.49
Ertai's Meddling,Tempest,1,1.78,1.78
Escaped Shapeshifter,Tempest,1,0.75,0.75
Essence Bottle,Tempest,1,0.24,0.24
Eternal Warrior,Fourth Edition,1,0.19,0.19
Ether Well,Mirage,2,0.25,0.50
Ethereal Champion,Mirage,1,0.35,0.35
Evacuation,Stronghold,1,4.89,4.89
Evincar's Justice,Tempest,4,0.30,1.20
Exalted Dragon,Exodus,1,0.69,0.69
Excavator,Tempest,1,0.25,0.25
Exhaustion,Portal,1,1.18,1.18
Exhaustion,Urza's Saga,1,0.53,0.53
Exhume,Urza's Saga,3,1.55,4.65
Exploration,Urza's Saga,1,39.99,39.99
Expunge,Urza's Saga,1,0.24,0.24
Extinction,Tempest,1,0.92,0.92
Fade Away,Exodus,9,0.65,5.85
Faith Healer,Urza's Saga,1,0.83,0.83
Faith's Fetters,Ravnica: City of Guilds,4,0,0.00
Fallen Askari,Visions,7,0.20,1.40
Fallow Earth,Mirage,1,0.24,0.24
Falter,Urza's Saga,4,0.22,0.88
Fanning the Flames,Stronghold,1,0.35,0.35
Farrel's Zealot,Fallen Empires,1,0,0.00
Fault Line,Urza's Saga,1,3.00,3.00
Favorable Destiny,Mirage,1,0.25,0.25
Fear,Fourth Edition,1,0.20,0.20
Feast of the Unicorn,Classic Sixth Edition,1,0.22,0.22
Fecundity,Urza's Saga,1,0.75,0.75
Feedback,Fourth Edition,1,0.24,0.24
Feedback,Revised Edition,2,0.24,0.48
Femeref Archers,Mirage,1,0.25,0.25
Femeref Healer,Mirage,6,0.20,1.20
Femeref Knight,Mirage,4,0.19,0.76
Femeref Scouts,Mirage,4,0.19,0.76
Feral Instinct,Visions,11,0.20,2.20
Feral Shadow,Mirage,2,0.20,0.40
Feral Shadow,Portal,1,0.22,0.22
Fertile Ground,Urza's Saga,1,0.25,0.25
Festering Evil,Weatherlight,1,0.24,0.24
Fetid Horror,Mirage,4,0.20,0.80
Fevered Convulsions,Tempest,1,0.71,0.71
Fevered Strength,Alliances,1,0,0.00
Field of Souls,Tempest,1,0.55,0.55
Fiery Mantle,Urza's Saga,1,0.22,0.22
Fighting Chance,Exodus,1,0.88,0.88
Fighting Drake,Tempest,1,0.23,0.23
Final Fortune,Mirage,1,18.98,18.98
Final Strike,Portal,1,0.85,0.85
Fire Ants,Urza's Saga,1,0.27,0.27
Fire Diamond,Mirage,1,2.63,2.63
Fire Drake,Chronicles,1,0.22,0.22
Fire Imp,Portal,2,0.25,0.50
Fire Snake,Portal,4,0.24,0.96
Fire Whip,Weatherlight,6,0.22,1.32
Fireball,Fourth Edition,1,0.24,0.24
